kernel line : count latency dram_traffic smem_bk_conflicts smem_warp gmem_access_generated gmem_warp exposed_latency warp_divergence
histogram.6.sm_75.ptx 110 : 4194304 29280768 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 199 : 279680 16248928 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 32 : 279680 10040032 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 369 : 279680 17159680 0 17480 8740 0 0 0 0 
histogram.6.sm_75.ptx 111 : 4194304 27919424 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 37 : 279680 2695520 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 38 : 279680 1498816 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 39 : 279680 9870560 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 40 : 279680 9847744 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 41 : 279680 9817760 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 42 : 279680 9782240 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 43 : 279680 9588064 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 44 : 279680 9593120 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 45 : 279680 9545952 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 46 : 279680 9588576 0 8740 8740 0 0 0 0 
histogram.6.sm_75.ptx 68 : 279680 2654752 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 69 : 279680 1761792 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 72 : 4194304 40720544 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 73 : 4194304 40825632 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 74 : 4194304 1363917088 67108352 0 0 2097152 131072 0 0 
histogram.6.sm_75.ptx 75 : 4194304 28116736 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 76 : 4194304 28158176 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 77 : 4194304 40699136 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 78 : 4194304 41154176 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 79 : 4194304 257903296 0 262140 131072 0 0 0 0 
histogram.6.sm_75.ptx 80 : 4194304 40475232 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 81 : 4194304 149853632 0 262140 131072 0 0 0 0 
histogram.6.sm_75.ptx 82 : 4194304 29397536 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 83 : 4194304 28057920 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 84 : 4194304 40726720 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 85 : 4194304 40999520 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 86 : 4194304 257402944 0 262143 131072 0 0 0 0 
histogram.6.sm_75.ptx 87 : 4194304 40665312 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 88 : 4194304 148570624 0 262143 131072 0 0 0 0 
histogram.6.sm_75.ptx 89 : 4194304 28546496 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 90 : 4194304 28023520 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 91 : 4194304 40829792 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 92 : 4194304 40886784 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 93 : 4194304 256557440 0 262141 131072 0 0 0 0 
histogram.6.sm_75.ptx 94 : 4194304 40624544 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 95 : 4194304 148822368 0 262141 131072 0 0 0 0 
histogram.6.sm_75.ptx 96 : 4194304 29335744 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 97 : 4194304 28027008 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 98 : 4194304 40608704 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 99 : 4194304 40803008 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 100 : 4194304 255648320 0 262141 131072 0 0 0 0 
histogram.6.sm_75.ptx 101 : 4194304 40649088 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 102 : 4194304 147979392 0 262141 131072 0 0 0 0 
histogram.6.sm_75.ptx 103 : 4194304 28516192 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 104 : 4194304 28008640 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 105 : 4194304 40761696 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 106 : 4194304 40781920 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 107 : 4194304 254961184 0 262139 131072 0 0 0 0 
histogram.6.sm_75.ptx 108 : 4194304 40566624 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 109 : 4194304 148074144 0 262139 131072 0 0 0 0 
histogram.6.sm_75.ptx 203 : 279680 2680544 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 204 : 279680 2704544 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 205 : 279680 2714880 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 206 : 279680 2608480 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 207 : 279680 1893568 0 0 0 0 0 0 0 
histogram.6.sm_75.ptx 208 : 279680 2762016 0 0 0 0 0 0 0 
